SampleID	Act_Actinobaculum.	Act_Actinomyces.	Aer_Abiotrophia.	Bac_unclassified_Bacteroidaceae.	Bur_Lautropia.	Cam_Campylobacter.	Car_Cardiobacterium.	Car_Granulicatella.	Clo_Parvimonas.	Com_unclassified_Comamonadaceae.	Cor_Corynebacterium.	Eub_Eubacterium.	Fla_Bergeyella.	Fla_Capnocytophaga.	Fus_Fusobacterium.	Fus_Leptotrichia.	Lac_Catonella.	Lac_Uncultured_Lachnospiraceae.	Mic_Rothia.	Mor_Acinetobacter.	Mor_Moraxella.	Nei_Eikenella.	Nei_Kingella.	Nei_Neisseria.	Pas_Aggregatibacter.	Pas_Haemophilus.	Pep_Filifactor.	Pep_Peptococcus.	Pep_Peptostreptococcus.	Por_Porphyromonas.	Por_Tannerella.	Pre_Prevotella.	Pro_Propionibacterium.	Spi_Treponema.	SR1_SR1.	Sta_Gemella.	Str_Streptococcus.	Syn_Synergistes.	TM7_TM7.	Vei_Dialister.	Vei_Megasphaera.	Vei_Selenomonas.	Vei_Veillonella.	Vei_Veillonellaceae.
H3046_3	0.000161894	0.00808928	0.0944649	0.000291408	0.00637861	0.00338358	0.00119801	0.0034969	0.000215858	0.000631385	0.00163513	0.00127896	0.00131943	0.331807	0.100743	0.139957	0.000323787	0.00658907	0.00344833	0	0	0.00249316	0.000275219	0.122651	0.000787882	0.0327538	5.67E-05	0.000712332	0.000129515	0.0278255	0.00145704	0.0195446	0.000275219	0.000339977	0.0030436	0.0036588	0.0425076	3.24E-05	0.00246078	1.62E-05	0	0.000348071	0.0308569	0
H3046_7	0	0.0162273	0.0316617	0.00222002	0.00216716	0.0114701	0.00259002	0.00185002	0.000863341	0.00169144	0.00446647	0.00401718	0.000581434	0.201713	0.100903	0.375342	0.000898579	0.0079815	0.00539148	0	0	0.00163859	0.00121572	0.0116789	0.00236097	0.00383218	5.29E-05	0.00227288	0.000317146	0.0327321	0.0136637	0.0441361	0.000264288	0.00142716	0.00206145	0.00100429	0.0257205	0.00021143	0.0262702	7.05E-05	0.00021143	0.00285431	0.0461976	0.000105715
H3047_0	0.00137116	0.0198164	0.000104802	0.00503051	0.00786017	0.0048733	0.00285586	0.00133623	0.00597373	0.000183404	0.000537111	0.0241307	0.000628813	0.0922613	0.092108	0.0204888	0.00096942	0.00508291	0.00183404	0	0	0.00096942	0.00382528	0.0128265	0.00110916	0.0451697	0.00285586	0.000589512	0.0166111	0.0604119	0.00449339	0.307889	0.00117902	0.0334974	0	0.000742349	0.0736449	0.00117902	0.0718943	0.0016681	0	0.00898024	0.0161395	0.00353707
H3047_1	0.000845427	0.0135038	0.000691713	0.00345857	0.0176387	0.00636376	0.00428862	0.00359691	0.00680953	0.000207514	0.000622542	0.0124278	0.00148718	0.296549	0.0778358	0.0461603	0.00110674	0.00251322	0.00237488	0	0	0.00184457	0.0147796	0.0792888	0.000972241	0.0186686	0.00116438	0.000368914	0.00728604	0.0478204	0.00151024	0.175493	0.00101451	0.0205208	0	0.000522628	0.0517555	0.00087617	0.0336634	0.000776256	0	0.00336057	0.0207514	0.00131425
H3047_14	0.000247584	0.0150201	0.000337615	0.00679732	0.000360123	0.0194916	0.00171058	0.000922814	0.00366125	0.000877799	0.0166107	0.0251186	0.000191315	0.113665	0.0702712	0.0935869	0.00137297	0.00686484	0.000270092	0	0	0.00198067	0.00256587	0.00741628	0.00431772	0.000273843	0.00122667	0.000337615	0.00524429	0.0603993	0.00611083	0.317195	0.000450153	0.0238581	0	0.000907809	0.0371279	0.000787768	0.064507	0.00186063	0.000270092	0.019396	0.0193791	0.0035112
H3047_21b	0.00314851	0.00385814	7.34E-05	0.0151471	0.00966575	0.0168111	0.00650909	0.00134586	0.00375211	0.0112563	0.0112441	0.0542995	0.000844224	0.121911	0.0713577	0.054691	0.000709637	0.0124554	0.00097881	0	0	0.00264279	0.00623991	0.043639	0.00440057	0.00360528	0.00578721	0.00269173	0.00369501	0.120057	0.0474968	0.106096	0.00418441	0.051204	0.00516322	0.000309957	0.023668	0.00636226	0.0608086	0.00067701	0.000195762	0.0130059	0.00332795	0.00423335
H3047_28	0.000152625	0.00518924	0.000578367	0.0227009	0.000602466	0.01123	0.000795255	0.000433775	0.0035184	0.000506071	0.00578367	0.0407267	0.000506071	0.0426582	0.102507	0.0775735	0.0017351	0.00742238	7.23E-05	0	0	0.00053017	0.000433775	0.00313282	0.000803288	0.00053017	0.00398832	0.000602466	0.00513301	0.0983766	0.00709705	0.285589	0.000481973	0.0593067	0.000337381	0.000281151	0.0200561	0.0018074	0.0771879	0.00245806	0.000313282	0.0195922	0.00983224	0.00455464
H3047_3	0.00159547	0.0151935	0.000680635	0.00630136	0.00788219	0.0058842	0.00463271	0.00173452	0.00358614	0.000307384	0.00231636	0.016972	0.000614767	0.173739	0.110748	0.083784	0.000790415	0.00404356	0.000241516	0	0	0.00243711	0.00671853	0.0456772	0.000556218	0.00364469	0.00214071	0.000263472	0.00935324	0.048616	0.00282134	0.250715	0.000900195	0.0183003	0	0.000644042	0.0319855	0.000592811	0.0566903	0.00155887	4.39E-05	0.00552193	0.0260178	0.0027445
H3047_7	0.000765946	0.0169281	0.00110861	0.00626867	0.00451505	0.01674	0.00241878	0.00280175	0.00397755	0.000181408	0.0175664	0.0178385	0.000735712	0.141849	0.0679586	0.120576	0.00153189	0.00737727	0.00040313	0	0	0.00284206	0.00983636	0.0163217	0.000648367	0.0010179	0.00286222	0.000483756	0.00578491	0.119251	0.00307386	0.210176	0.000826416	0.0215271	0	0.0005711	0.0412724	0.000564381	0.0523665	0.000980949	0.000120939	0.00690863	0.0331977	0.00137064
H3052_0	0.000119852	0.00797013	0.000256825	0.0242443	0.0228574	0.0118653	0.00616379	0.000667744	0.000479406	0.00184914	0.00452011	0.00169504	0.00246552	0.161294	0.0744749	0.261293	0.00133549	0.00575287	0.00374964	0	0	0.00272234	0.0172586	0.0396332	0.00178065	0.0262475	0.00030819	0.001618	0.00128412	0.0340935	0.00310758	0.0883836	0.000565014	0.00382669	0.00246552	0.000753352	0.0206145	0.000873204	0.137298	0.000753352	0.000256825	0.00423761	0.0106839	0.00041092
H3052_1	4.77E-05	0.00624713	0.0010382	0.00137831	0.0417788	0.00937964	0.00243441	0.00746433	0.000250601	0.00144991	0.00619343	0.000966604	0.00570117	0.243582	0.0361417	0.0565284	0.0010561	0.00214801	0.00993454	0	0.000286401	0.00399172	0.00647983	0.164068	0.0106684	0.140627	1.79E-05	0.000259551	0.00189741	0.0777937	0.000635453	0.0459987	0.000429602	0.000832354	0.00966604	0.00257164	0.077899	0.000125301	0.00798343	0.000131267	0	0.00138278	0.00900374	0.000196901
H3052_14	0	0.00531714	0.000725065	0.0112143	0.00299694	0.026054	0.00299694	0.00270691	0.000741178	0.00609055	0.00461625	0.00246522	0.0026344	0.140907	0.0577321	0.254304	0.00125678	0.00531714	0.00120844	0	0.00435039	0.000725065	0.00241688	0.0718612	0.00448735	0.0184005	0.000169182	0.014598	0.00174016	0.0416671	0.00244105	0.123962	0.00062839	0.00311778	0.0162898	0.000998979	0.0122012	0.000241688	0.120022	0.000596165	0.000145013	0.00756484	0.0117461	0.000435039
H3052_21b	0	0.0047054	0.000276247	0.0229285	0.00486194	0.044531	0.00237572	0.000773491	0.000202581	0.00994488	0.00825978	0.00314921	0.00140886	0.163577	0.0364019	0.350889	0.000718241	0.00563543	0.000220997	0	0.000110499	0.00127073	0.00823215	0.0423127	0.00365566	0.0016851	0.000386745	0.0100278	0.00127073	0.04681	0.00704429	0.0425061	0.00160223	0.00494482	0.00342546	0.000202581	0.00714558	0.0043647	0.135803	0.000276247	0	0.00767966	0.00143648	0.000386745
H3052_28	0	0.00368086	0.000519096	0.0296356	0.00212357	0.0275593	0.00401119	0.00259548	0.0013056	0.00660667	0.00580443	0.00320896	0.00316176	0.141097	0.0831544	0.236755	0.00217076	0.00740891	0.00117976	0	0.000519096	0.00089662	0.00467186	0.0469876	0.00583589	0.00998866	0.000589881	0.0150774	0.00382243	0.043604	0.0034685	0.133865	0.000471905	0.00441231	0.0161863	0.00191908	0.0123285	0.000849429	0.106839	0.00091235	0	0.00527354	0.00542691	0.000613477
H3052_3	1.44E-05	0.00855472	0.000847097	0.00509694	0.0211344	0.0197991	0.00587225	0.00544152	0.000722665	0.00704957	0.00897349	0.00186649	0.00410627	0.231254	0.0468885	0.248702	0.00130654	0.0052118	0.00223978	0	0.00160805	0.00242643	0.00518309	0.102815	0.0048409	0.0177244	0.00017947	0.00452982	0.00193827	0.0382845	0.00147883	0.0809071	0.00113425	0.00200288	0.00798281	0.0013544	0.0461005	0.000143576	0.0359227	0.000268008	0	0.00444367	0.00786795	0.000215364
H3052_7	1.45E-05	0.00798541	0.00175946	0.00423142	0.0121853	0.0122435	0.00253013	0.00766309	0.000693119	0.00306814	0.00944436	0.00248651	0.00254467	0.152626	0.0634199	0.205289	0.00200665	0.00640045	0.00129415	0	0.00466765	0.00159951	0.00200665	0.0874748	0.00731895	0.0299229	0.000196303	0.00900813	0.00187578	0.0658269	0.00245015	0.135179	0.000770671	0.00243561	0.00751768	0.00247681	0.0418981	0.000290819	0.0689242	0.000416841	8.72E-05	0.00646346	0.0168821	0.000276278
H3055_0	0.000406087	0.00701096	0	0.0198146	0.00741705	0.0117526	0.00569716	0.000537467	0.000406087	0.010391	0.0114301	0.00365478	0.00240069	0.247531	0.0323072	0.237847	0.00211404	0.00881447	0.000465805	0	0.000143325	0.000465805	0.00340396	0.0366732	0.00874878	0.00433079	0.000519552	0.0072379	0.00394143	0.0442067	0.00274108	0.145627	0.00164823	0.0156582	0.00820534	0.000668848	0.0107255	0.0011466	0.0690467	0.0001911	0.000143325	0.00904737	0.00261568	0.00179156
H3055_1	5.93E-05	0.00748831	0	0.0215165	0.0101655	0.010373	0.00663871	0.000948387	0.000355645	0.00326008	0.00817984	0.00284516	0.00382319	0.174524	0.051615	0.280071	0.00210423	0.00841693	0.000652016	0	8.89E-05	0.00071129	0.00755746	0.0485233	0.0113263	0.0125118	0.000192641	0.00441593	0.00628306	0.0532653	0.00231169	0.154	0.00237097	0.00620897	0.0157077	0.00194617	0.0234266	0.000503831	0.0313264	0.000177823	0.000118548	0.00849844	0.00563105	0.00136331
H3055_14	0.000112676	0.0207888	0	0.0224789	0.00141972	0.0280564	0.00398874	0.000709861	0.000371832	0.00912679	0.0102085	0.00412396	0.00256902	0.140052	0.027746	0.289928	0.00263663	0.00966763	0.00199437	0	0	0.000845073	0.00128451	0.0458232	0.00716622	0.00323945	0.000591551	0.00432677	0.00571269	0.0429212	0.00278874	0.131911	0.00226479	0.0143155	0.0105465	0.000923946	0.046359	0.00135212	0.065003	0.000270423	0.000101409	0.0166564	0.00588171	0.00131831
H3055_21b	0.00059915	0.013347	0	0.0290651	0.000879603	0.0113584	0.00256232	0.000382436	0.00035694	0.00474221	0.00539235	0.0100198	0.000382436	0.0802217	0.0246531	0.221086	0.00267705	0.0179809	0.00160623	2.39E-05	0	0.000611898	0.000573654	0.00355666	0.000305949	0.000254957	0.00296388	0.0078017	0.00485694	0.120286	0.0151445	0.109989	0.00229462	0.0356622	0.00680736	0.00128753	0.0201193	0.00979036	0.16135	0.000254957	0.0012238	0.0135191	0.000611898	0.00397734
H3055_28	0.000215184	0.0102088	0.000554855	0.0052978	0.00781065	0.0142875	0.00566059	0.00276894	0.0013409	0.00784266	0.0156213	0.00377728	0.00360122	0.18649	0.0487274	0.206619	0.00365991	0.00672762	0.000810942	0	0	0.00300902	0.000784266	0.0194031	0.00552098	0.00519376	0.000173392	0.00679164	0.00199001	0.0444004	0.00370792	0.177177	0.00191532	0.0064982	0.0036279	0.0015134	0.0326409	0.000805607	0.106095	0.000663336	0.0001974	0.0178621	0.0124042	0.00128043
H3055_3	0.000212635	0.0096859	0	0.0156177	0.0101625	0.0140339	0.00424537	0.00105584	0.000219967	0.00453133	0.0112733	0.00301355	0.00221067	0.219201	0.0458603	0.177602	0.00371745	0.0080728	0.000923863	0	0	0.000791883	0.00206769	0.0316093	0.0130331	0.02052	0.000153977	0.00623608	0.0040474	0.0697462	0.00219967	0.179433	0.00116583	0.00885369	0.0112403	0.00250763	0.0251005	0.000461932	0.0498666	0.000146645	4.40E-05	0.00818829	0.0208529	0.00191372
H3055_7	7.19E-05	0.0043236	0	0.0306844	0.00312593	0.0141924	0.00373674	0.000574884	0.000574884	0.00280256	0.00467093	0.00905442	0.0011318	0.115304	0.0578429	0.19158	0.00409605	0.00722198	0	0	0	0.000682674	0.000718604	0.0140308	0.00389843	0.00403017	0.000556919	0.00639558	0.00679081	0.038625	0.00206599	0.23325	0.000790465	0.0174441	0.013905	0.000910232	0.0181537	0.000431163	0.140811	0.000287442	0	0.0137164	0.011857	0.00294628
H3056_0	0.00134222	0.0318954	0.0115502	0.00264912	0.0487969	0.0171133	0.00429158	0.00625193	0.0012186	0.000370877	0.0399223	0.00376176	0.00177491	0.248525	0.0235772	0.233229	0.00148351	0.0105435	0.0377765	0	0	0.00312597	0.00614597	0.0271217	0.000105965	0.00378825	0.000317895	7.95E-05	0.000741755	0.0190737	0.00736456	0.0358559	0.00386772	0.00129807	0	0.000388538	0.0812389	0.000105965	0.0281337	7.06E-05	0.000105965	0.00397369	0.048267	0.00021193
H3056_1	0.000169309	0.0185979	0.00216846	0.000937711	0.0295965	0.0197115	0.00533323	0.00488391	0.00020838	0.000195356	0.0125321	0.00951386	0.00240288	0.385934	0.0521576	0.120808	0.00126982	0.0107641	0.0556961	0	0	0.00451273	0.0056458	0.0119763	0.00195682	0.0408523	6.84E-05	0	0.000488391	0.0590562	0.00294988	0.0159118	0.00214892	9.77E-05	0	0.00108097	0.0414204	0	0.0143392	1.30E-05	7.81E-05	0.00113307	0.0612442	5.86E-05
H3056_14	0.000394246	0.013357	0.00492018	0.00113543	0.00222354	0.0266825	0.00217624	0.00217624	0.000457325	0	0.0327855	0.00160852	0.000780606	0.166435	0.0548687	0.274442	0.000709642	0.0166056	0.000756952	0	0	0.00160852	0.00141928	0.0223656	0.0155569	0.0154702	4.73E-05	0.00487288	0.0015139	0.0499115	0.0151863	0.0858075	0.00170314	0.00104081	0.000378476	0.00249163	0.0384768	0	0.0544532	0.000236547	0	0.0131284	0.0624958	0
H3056_21b	0.0108289	0.0162946	0.000505542	0.0164411	0.00505542	0.0299808	0.00804471	0.0043081	0.00180237	0.00156059	0.045235	0.00659402	0.00100009	0.111816	0.0505432	0.201118	0.000681382	0.0134298	0.00276949	0	0	0.00435206	0.00195623	0.0113373	0.0264054	0.00268157	0.0045279	0.00313216	0.00160455	0.0691548	0.0217713	0.119877	0.00795679	0.0184083	0.00193425	0.00260098	0.0224614	0.00646214	0.0754136	0.00171445	0.000241781	0.013265	0.0123088	0.0013188
H3056_28	0.000446986	0.0182832	0.0028982	0.00216284	0.00134096	0.0170431	0.00558012	0.00294146	0.000461405	0.00012977	0.0264947	0.00177353	0.000194655	0.113495	0.0521171	0.282769	0.00138421	0.0147505	0.00177353	0	0	0.00263866	0.00445544	0.0192687	0.0244112	0.0114414	6.49E-05	0.00592617	0.000865134	0.0759588	0.0192492	0.0918989	0.00134096	0.00196818	0.00372008	0.00337402	0.0258646	0	0.0738825	0.00144189	0.000475824	0.0186869	0.0550225	0.000432567
H3056_3	0.000601806	0.0128913	0.0170089	0.000760176	0.0443753	0.010595	0.0047511	0.00470359	0.000395925	9.50E-05	0.0147997	0.00114026	0.000807687	0.359449	0.0277148	0.114502	0.000237555	0.00869452	0.00555879	0	0	0.00612892	0.0269863	0.0507726	0.00218551	0.0575834	0	7.13E-05	0.00152035	0.0264161	0.00225677	0.100415	0.00166289	0.000190044	9.50E-05	0.000839361	0.034588	0	0.0111651	0.000126696	0.000427599	0.0016035	0.0406219	0
H3056_7	0.000115003	0.0162154	0.00953089	0.00120753	0.0110834	0.0320428	0.00474388	0.00405386	0.00053189	0.000172505	0.0175524	0.0019838	0.00056064	0.268096	0.0314821	0.213475	0.00125066	0.0179836	0.00146629	0	0	0.00323446	0.00914275	0.0321786	0.0135704	0.0302027	4.31E-05	0.00191912	0.00146629	0.0766784	0.00821554	0.0577352	0.00215631	0.000970339	0.000301883	0.00314821	0.0273161	0	0.0279026	0.000416886	0.000172505	0.00556328	0.057401	8.63E-05
H3204_0	0.00363875	0.0854323	4.09E-05	0.0167832	0.062656	0.0309294	0.0271067	0.000572388	0.000688228	0.0013492	0.02218	0.00551946	0.000766591	0.193535	0.0547605	0.0639644	0.00128787	0.00639848	0.0266774	0	0	0.00280061	0.0645776	0.0180742	0.00199654	0.0218564	0.00075637	0.000204424	0.000449733	0.0198496	0.00648025	0.0788086	0.00451778	0.00947506	0.0048653	0.000149911	0.0378492	0.00517193	0.0252668	0.000715485	0.000511061	0.00927064	0.0575659	0.00112433
H3204_1	0.00415268	0.068251	5.96E-05	0.0168293	0.0301616	0.0136105	0.0155378	0.005623	0.000808017	0.00152993	0.0151603	0.00584157	0.00111268	0.220052	0.0385358	0.0970415	0.00309961	0.00534483	0.0281548	0	0	0.00397385	0.0445668	0.0578544	0.00141734	0.0481035	0.00122196	0.000218562	0.000357647	0.0286465	0.00461961	0.0646685	0.00359634	0.00907032	0.00137098	0.000708671	0.0578852	0.00367582	0.0135906	0.000463616	0	0.00313935	0.0630253	0.000337778
H3204_14	0.00109907	0.032398	0.000344485	0.0223915	0.0245568	0.0274604	0.0237694	0.00206691	0.00191927	0.00231297	0.0272635	0.00821842	0.000885818	0.239968	0.0603062	0.114418	0.00280509	0.0110727	0.0135825	0	0	0.00403539	0.0189959	0.0492367	0.00422404	0.00843988	0.000393697	0.000319879	0	0.0355311	0.0159201	0.111146	0.00241139	0.0101623	0.00280509	0.00101705	0.0227762	0.00393697	0.0454228	0.00119749	0.000344485	0.00866133	0.0159939	0.00068897
H3204_21b	0.00306073	0.0156438	0.000927495	0.0210541	0.0239294	0.00997058	0.0196629	0.00129849	0.000417373	0.0190137	0.0431749	0.00449835	0.00925177	0.236991	0.04715	0.21555	0.00129849	0.0118256	0.00904308	0	0	0.0047766	0.0158138	0.0453406	0.0177461	0.0228241	0.000231874	0.000649247	0.000741996	0.0376795	0.0117328	0.0520186	0.00500848	0.00637653	0.0045911	0.000788371	0.0252735	0.00222599	0.0273147	0.00061833	0.000278249	0.00409257	0.00473023	0.00180862
H3204_28	0.000798657	0.0572237	0	0.00994327	0.0055906	0.0210845	0.0293506	0.000998321	0.000212975	0.00363389	0.0650306	0.00311476	0.000838589	0.25782	0.0351835	0.233048	0.00103825	0.00898489	0.00830603	0	0	0.00419295	0.0194074	0.0574753	0.00445917	0.00302158	0.000199664	0.000239597	0	0.0130281	0.0199065	0.0525716	0.0025557	0.00407315	0.000638925	0.00027953	0.0272874	0.0025557	0.0234006	0.000958388	0.000119798	0.00494169	0.00155738	0.00111812
H3204_3	0.00214281	0.0635036	0	0.00967324	0.0463152	0.00945896	0.0255912	0.00324482	0.000367338	0.00299993	0.031438	0.00526518	0.00208158	0.313115	0.0394419	0.118773	0.00303054	0.00710187	0.0133772	0	0	0.00780594	0.0342237	0.0881398	0.00128568	0.00837225	0.000183669	0.000214281	0.000183669	0.030336	0.00707126	0.0377593	0.00388766	0.00208158	0.000734677	0.00176526	0.0298136	0.00116324	0.0182139	0.000142854	0	0.000864776	0.0184588	6.12E-05
H3204_7	0.000283895	0.0507451	0.000258298	0.00591992	0.0494397	0.0183287	0.0139202	0.00566162	0.00211293	0.0060386	0.0124018	0.00737197	0.00291807	0.265017	0.0469662	0.0795559	0.00191978	0.00575237	0.012503	0	2.09E-05	0.00643651	0.0119236	0.0585803	0.00300184	0.0166277	0.000439805	0.000195469	0.00182205	0.0273308	0.00847847	0.141158	0.000984326	0.00575935	0.00118678	0.00348586	0.0542356	0.00249921	0.0107857	0.000756279	0.000146602	0.0060927	0.0399594	0.000572445
H5007_0	0.000137827	0.011952	0.00505165	0.00364941	0.0378604	0.00830556	0.00828758	0.00616625	0.000551307	0.0366559	0.00297526	0.00287638	0.00784713	0.271869	0.0290811	0.0903904	0.00195954	0.00888084	0.0134111	0	3.60E-05	0.00294829	0.0273436	0.0916344	0.00221721	0.118858	0.000197751	0.000835949	0.000647186	0.0275279	0.00269661	0.0482783	0.00571681	0.00203145	0.010319	0.00325391	0.0580176	0.00115055	0.0353076	2.40E-05	0	0.00128089	0.00611232	3.60E-05
H5007_1	0.000132359	0.00198539	0.00166051	0.00324882	0.0350511	0.00920498	0.00996304	0.00245466	0.00148002	0.0173992	0.00297808	0.00191319	0.0026893	0.490927	0.0792416	0.0843248	0.00259905	0.00288784	0.013645	0	0.00718349	0.00151611	0.0225973	0.045987	0.00151611	0.018428	0.000234637	0.000902449	0.000469273	0.0211444	0.0017688	0.0117138	0.00296003	0.000758057	0.0323077	0.000938547	0.00543274	0.000252686	0.0403575	0	0	0.000270735	0.000469273	0
H5007_14	0	0.00730372	0.000739617	0.0369346	0.00508487	0.0229975	0.00208017	0.000508487	0.00258866	0.0346695	0.00238064	0.00915276	0.0015948	0.0334145	0.0731289	0.179357	0.00434525	0.0148848	0.000184904	0	0.000785843	0.00203395	9.25E-05	0.00771051	0.00912194	0.00154395	0.000554713	0.00704947	0.00254243	0.0573203	0.0049693	0.191059	0.000878295	0.0137523	0.0250083	0.00488455	0.0162854	0.00226508	0.166784	0.00143301	9.25E-05	0.0136829	0.0146074	0.00120188
H5007_21b	0	0.00412655	0.0016722	0.0168838	0.00933195	0.0260809	0.00226556	0.00210373	0.000629322	0.0443942	0.00682365	0.0069585	0.00498962	0.109267	0.0675748	0.121585	0.00382987	0.0105816	0.000215768	0	0.000485477	0.0010249	0.00124066	0.0471263	0.018583	0.0233209	0.00121369	0.00701245	0.00285892	0.0737655	0.00647303	0.146023	0.00140249	0.014888	0.0262697	0.00253527	0.0236967	0.0063112	0.113979	0.0005574	0.000161826	0.00291286	0.0174232	0.000323651
H5007_28	0.000100045	0.0125056	0.000380659	0.0278613	0.000439221	0.0233556	0.00174957	0.000387979	0.0025304	0.0148091	0.00153727	0.00857214	0.0016727	0.0262453	0.0650128	0.125266	0.00424581	0.0112892	3.66E-05	0	0	0.00204238	0.000109805	0.00613116	0.0287617	0.00220392	0.000516085	0.00319168	0.00437757	0.0508948	0.00450202	0.236644	0.00139087	0.0191647	0.0189597	0.00887959	0.0595734	0.0054317	0.140265	0.00562447	0.00138355	0.0185571	0.0133597	0.00251088
H5007_3	0.000283595	0.0143466	0.00760701	0.00560517	0.0353826	0.0257237	0.00420387	0.00860793	0.00141797	0.0526485	0.0101093	0.00305281	0.00535494	0.143485	0.0569517	0.0861794	0.0039036	0.00970895	0.00180166	0	0.013062	0.00405374	0.00830766	0.0731474	0.0153975	0.0435168	0.000125115	0.00407876	0.00270249	0.0560392	0.0013012	0.0953003	0.00210194	0.00265244	0.0213697	0.00627245	0.0551667	0.000750692	0.0735178	0.000183502	0	0.00436652	0.0326301	0.000300277
H5007_7	0.00031884	0.0118654	0.00334782	0.0213509	0.0268167	0.0329658	0.00509005	0.0028354	0.00210662	0.0900153	0.00785712	0.00587576	0.00456055	0.0742703	0.0548945	0.185633	0.00392856	0.0146211	0.000614905	0	0.0176273	0.00498757	0.00122981	0.0309964	0.00666147	0.00816116	0.000324533	0.00329658	0.00191304	0.04359	0.00529502	0.0951993	0.00256211	0.00696893	0.0346397	0.00421324	0.0316061	0.00146894	0.122332	0.000421324	0	0.00710557	0.0119565	0.00023913
H5076_0	0.00301523	0.141591	0	0.000508184	0.00596269	0.0347259	0.0113833	0.00311686	0	0.000271031	0.00599657	0.000372668	0.00101637	0.140291	0.0260331	0.0355051	0.000542063	0.00142292	0.0994008	0	0	0.0024054	0.0197853	0.00318631	6.78E-05	0.101705	0	0	0	0.00785991	0.000440426	0.0187435	0.00457366	0.000389608	0.00152455	0.000282324	0.0262347	0	0.0030491	5.65E-05	0.000406547	0.0036928	0.293087	0.000169395
H5076_1	0.000642324	0.064509	0	0.000374689	0.0133282	0.00353278	0.00599503	0.0109998	3.57E-05	0.000267635	0.00943414	0.000240872	0.000655706	0.315179	0.046333	0.0289581	0.000321162	0.00321162	0.0745096	0	0	0.00206079	0.0136226	0.0230648	0.000401453	0.174235	0	0	0.000294399	0.0151481	0.000267635	0.03316	0.00353278	4.01E-05	0.00171286	0.00130249	0.0301785	0	0.00248901	5.35E-05	0	0.000501816	0.118	0
H5076_14	0.00016128	0.0205431	0	0.000403201	0.00501985	0.0275991	0.0103421	0.00249985	9.41E-05	0.0230026	0.0134064	0.000403201	0.00114912	0.26875	0.0654298	0.155716	0.00106848	0.00501985	0.00495937	0	0	0.00379009	0.00328609	0.030731	0.0379849	0.00595058	0	0.00290305	0.000403201	0.118188	0.00178417	0.0621686	0.0017136	0.000776162	0.026833	0.00288961	0.00815374	0	0.0198778	0.00010752	0.00014112	0.00647138	0.0572747	0.00014112
H5076_21b	0.00545997	0.0216973	0	0.01693	0.00690645	0.0224918	0.0261589	0.000672309	0.000427833	0.0910062	0.0192219	0.00293371	0.00320875	0.285319	0.0703735	0.0864223	0.000977905	0.00550071	0.00849555	0	0	0.00984016	0.00984016	0.0138649	0.00539885	0.00564332	0.000152798	0.00116126	0.000550071	0.044678	0.00617302	0.0784921	0.014913	0.00715093	0.00507288	0.0010594	0.012015	0.00427833	0.0735262	0.000998277	0.000794547	0.00872474	0.00672309	0.00293371
H5076_28	0.000350139	0.0158158	0	0.00107143	0.000735292	0.0492015	0.00600839	0.000588234	9.10E-05	0.00350839	0.0229726	0.0012605	0.000777309	0.162632	0.0653454	0.180021	0.00264705	0.0107143	0.00102941	0	0	0.00344537	0.00256302	0.00274684	0.0142297	0.000588234	2.10E-05	0.00835082	0.000840334	0.0729567	0.0085609	0.196381	0.000588234	0.00272058	0.0140756	0.00164565	0.00800173	6.30E-05	0.070525	0.000441175	0.000273108	0.0212604	0.0363865	0.00121848
H5076_3	0.000347972	0.0859407	0	9.94E-05	0.0290308	0.00569182	0.00800335	0.00405139	9.11E-05	0.000695944	0.0151741	0.000149131	0.00160316	0.40837	0.0304832	0.0811023	9.94E-05	0.00303233	0.0570177	0	0	0.00355428	0.00507045	0.0478287	0.000807792	0.0697766	0	0.000161558	0.000149131	0.0250788	0.000422537	0.017411	0.00151616	0.00055924	0.00328088	0.000869929	0.0403026	0	0.0110108	0.000124276	0.000223696	0.000863716	0.0385254	0.000173986
H5076_7	0.000353844	0.0619227	0	0	0.0164869	0.0166196	0.00965331	0.00553987	6.63E-05	0.002687	0.0156078	0.000597112	0.000265383	0.253617	0.0719155	0.116702	0.00102836	0.0081937	0.00862495	0	0	0.00368219	0.00401392	0.0957187	0.00801125	0.0061204	0	0.00127716	0.000563939	0.0907196	0.00192403	0.0530683	0.00155913	0.000265383	0.00394757	0.00300768	0.028715	0	0.00590477	7.74E-05	0.000165864	0.00529937	0.0941778	0
H5103_0	0.000381581	0.00429279	0.000143093	0	0.0153109	0.0234672	0.000858557	0.00100165	0.00355347	0.000858557	0.00157402	0.00221794	0.00239681	0.629176	0.0838787	0.0521574	0.00114474	0.00236103	0.0302641	0	0	0.000500825	0.00336268	0.0366819	0.000691616	0.0180893	0.00010732	7.15E-05	0.000214639	0.015615	0.000465052	0.0152036	0.00150248	0.00332691	0.00608145	0.000214639	0.0136952	0.00271877	0.0129499	0	0	0.00214639	0.00314804	0.000643918
