SampleID	Act_Actinobaculum.	Act_Actinomyces.	Aer_Abiotrophia.	Bac_unclassified_Bacteroidaceae.	Bur_Lautropia.	Cam_Campylobacter.	Car_Cardiobacterium.	Car_Granulicatella.	Clo_Parvimonas.	Com_unclassified_Comamonadaceae.	Cor_Corynebacterium.	Eub_Eubacterium.	Fla_Bergeyella.	Fla_Capnocytophaga.	Fus_Fusobacterium.	Fus_Leptotrichia.	Lac_Catonella.	Lac_Uncultured_Lachnospiraceae.	Mic_Rothia.	Mor_Acinetobacter.	Mor_Moraxella.	Nei_Eikenella.	Nei_Kingella.	Nei_Neisseria.	Pas_Aggregatibacter.	Pas_Haemophilus.	Pep_Filifactor.	Pep_Peptococcus.	Pep_Peptostreptococcus.	Por_Porphyromonas.	Por_Tannerella.	Pre_Prevotella.	Pro_Propionibacterium.	Spi_Treponema.	SR1_SR1.	Sta_Gemella.	Str_Streptococcus.	Syn_Synergistes.	TM7_TM7.	Vei_Dialister.	Vei_Megasphaera.	Vei_Selenomonas.	Vei_Veillonella.	Vei_Veillonellaceae.
L5114_1	0.000390474	0.00297361	0.000630766	0.00126153	0.0154988	0.0047758	0.000991204	0.00324394	0.000180219	0.000630766	0.0066681	0.00153186	0.000540657	0.560769	0.0542264	0.143094	0.00198241	0.00306372	0.0270328	0	0.0101824	0.000540657	0.00135164	0.0247891	0.000735894	0.025546	0	0.00193735	0	0.0235186	9.01E-05	0.0129307	0.00540657	0.000720875	0.00838018	0.00114139	0.031256	0.00108131	0.0182021	0	0	0	0.00225274	0
L5114_14	4.74E-05	0.00383719	0.00351234	0.0120597	0.0116334	0.0178054	0.00178663	0.00385749	0.000365446	0.00495383	0.00880116	0.0023754	0.00517716	0.225328	0.0657895	0.204366	0.00152269	0.00726832	0.00200995	0	0.00428384	0.00121815	0.00178663	0.0802906	0.0189017	0.0200935	3.05E-05	0.00762361	0.00146178	0.0523603	0.00222313	0.0835806	0.00138057	0.00357325	0.0177241	0.00178663	0.0171252	0.000568472	0.0821239	7.44E-05	0	0.0045833	0.0112273	0.000345144
L5114_21b	0.000199256	0.00882511	0.0043772	0.0100271	0.0149442	0.0091015	0.00499426	0.00433864	0.000347091	0.00499426	0.0202952	0.00227538	0.00352876	0.142885	0.0475393	0.17692	0.00163904	0.00964142	0.00279601	0	0.000771314	0.00235251	0.00242964	0.0652338	0.011785	0.0324787	0.000106056	0.00541848	0.000848445	0.0986606	0.00426151	0.070608	0.00605481	0.003818	0.00561131	0.00324594	0.0495132	0.00133052	0.145547	0.00013498	0	0.00595358	0.00946787	0.000655617
L5114_28	6.04E-05	0.00641672	0.000920817	0.00649647	0.0130872	0.00250143	0.00175463	0.00864263	8.46E-05	0.00282046	0.00866438	0.00188514	0.00161687	0.26215	0.0247589	0.0438077	0.000652548	0.00673695	0.00226217	0	0.000304522	0.00151536	0.00317573	0.159035	0.0338008	0.0633817	2.18E-05	0.000445908	0.000391529	0.0595268	0.00198664	0.0533726	0.000855562	0.00124347	2.18E-05	0.00252318	0.0680665	2.18E-05	0.118169	0	0	0.00253225	0.0325404	0
L5114_3	0	0.00226176	0.0140662	0.000684428	0.0211937	0.00436618	0.000283212	0.00835474	7.08E-05	0.000401216	0.00378795	0.000896837	0.0100658	0.132117	0.0569971	0.0513085	0.00179367	0.00448418	0.00136886	0	0.153595	0.000826034	0.00118005	0.0577752	0.0120994	0.0602926	0	0.000342214	0.000590024	0.104151	0.000129805	0.152852	0.000330413	0.00023601	0.0306576	0.00373682	0.0578794	0	0.0221613	2.36E-05	0	0.00049562	0.014373	4.72E-05
L5114_7	8.95E-05	0.0129168	0.0115419	0.00474203	0.0131166	0.0123114	0.00125261	0.0126156	0.000310171	0.00255891	0.0163108	0.00316732	0.00326574	0.121535	0.0396852	0.182559	0.00186102	0.00835672	0.0032389	0	0.0104146	0.00121682	0.00105577	0.061752	0.0246705	0.0186431	0.000116314	0.00219207	0.00178945	0.11592	0.00235312	0.0842651	0.00189681	0.00285417	0.0437162	0.0043245	0.0705812	0.000501045	0.0498898	6.56E-05	0	0.00344916	0.0441993	0.000125261
L7008_0	0.00379403	0.0313222	0	0.00377972	0.0657155	0.00790304	0.0225065	0.0016751	0.000193281	0.00193281	0.0499631	0.000601318	0.00636753	0.282538	0.0172879	0.0452277	0.000343611	0.00214757	0.151747	0	0	0.00206166	0.00938486	0.0448938	0.00482486	0.141467	2.15E-05	8.59E-05	0.000171805	0.015688	0.00144961	0.0275264	0.0016751	0.000676483	0.001761	0.000214757	0.0354302	0	0.00616351	0.000236232	8.59E-05	0.00204556	0.00700106	6.44E-05
L7008_1	0.00197642	0.0138879	0	0.000370579	0.0778215	0.00502928	0.0111703	0.00677629	7.06E-05	0.000794097	0.0205936	0.00010588	0.00627337	0.475915	0.0282301	0.028111	0.000211759	0.00301757	0.054528	0	0	0.00169407	0.00783509	0.0721808	0.00709393	0.0636424	0	0	0.000211759	0.0357476	0.000344109	0.0122556	0.0010588	0.000423518	0.0101644	0.00167643	0.0340279	0	0.00254111	7.06E-05	0	0.000966151	0.0114879	0
L7008_14	0.000175516	0.00421238	0.00186685	0.0266146	0.0124457	0.0306834	0.00325502	0.00540908	0.000111692	0.0146476	0.0139057	0.00306355	0.00241733	0.190637	0.0476207	0.171655	0.00167538	0.00636644	0.00138817	0	0.0479159	0.0035901	0.00382944	0.0776993	0.0166421	0.00201046	4.79E-05	0.00337469	0.000670152	0.067099	0.00287208	0.0996492	0.000191472	0.00275241	0.0120149	0.00143604	0.0075049	0	0.0765888	0.00023934	0	0.0109977	0.019961	0.000382944
L7008_21b	0.00179694	0.00653108	0.000107458	0.0146143	0.00959961	0.0219215	0.00665346	0.00109249	0.00092832	0.00937574	0.0150039	0.00454907	0.00577588	0.201009	0.0671876	0.1167	0.00161187	0.00720866	0.0019432	0	0	0.00518486	0.0088474	0.0685069	0.0594603	0.0124965	0.000344762	0.00325061	0.00243572	0.0496077	0.00489831	0.157708	0.00125368	0.0131592	0.00529232	0.000402969	0.0103876	0.00112831	0.0642153	0.00115518	7.16E-05	0.014836	0.00656391	0.00308047
L7008_28	0.000187362	0.0051712	0.00106797	0.0406389	0.00354115	0.0326011	0.00213593	0.00196731	0.000393461	0.00612675	0.0090215	0.00219214	0.00205162	0.1236	0.0520071	0.162331	0.00303527	0.00916202	0.000730713	0	0.0123097	0.00207972	0.00404703	0.0327781	0.0291067	0.00145206	5.62E-05	0.0116071	0.00106797	0.0816151	0.00354115	0.136511	0.000674505	0.00868425	0.0111293	0.00133027	0.00512436	0.000224835	0.141253	0.000337252	0	0.0288913	0.015345	0.00213593
L7008_3	0.000635146	0.0036103	0	0.000702003	0.135186	0.0136891	0.00511459	0.00792261	3.34E-05	0.0097779	0.010179	0.000100286	0.00240687	0.245237	0.0384221	0.152385	0.000601717	0.00466331	0.00777218	0	0	0.0143409	0.00797275	0.024718	0.0183357	0.022765	0	0.000250715	0.000200572	0.122562	0.000501431	0.0302864	0.000752146	0.000150429	0.056762	0.00254058	0.0201985	0	0.0117836	0	0	0.000839897	0.0174498	0
L7008_7	0.000202458	0.0112824	0.000331295	0.00220863	0.0586944	0.026338	0.00132518	0.00552158	0.000202458	0.0339025	0.0282153	0.000607374	0.00115953	0.178797	0.0405008	0.298	0.00154604	0.00474856	0.00563201	0	0	0.00601853	0.00231906	0.017832	0.0158285	0.00255833	5.52E-05	0.00196016	0.000220863	0.0816228	0.0027884	0.0694477	0.000717806	0.000855845	0.018166	0.00292644	0.0243907	0	0.0190495	0	0	0.00415499	0.0277183	0
L7042_0	0.00315271	0.0240178	0	0.00618569	0.0764831	0.0122716	0.0179784	0.00602606	0.000179585	0.00806135	0.0207121	0.000977738	0.00240444	0.344055	0.0268961	0.0646106	0.00163622	0.00241442	0.0249024	0	0	0.00494855	0.00624555	0.0903071	0.00981397	0.0452886	4.99E-05	0.000538754	0.00111742	0.037174	0.00357174	0.030245	0.00321257	0.00210513	0.00844048	0.00116397	0.0704381	0.000199538	0.0183376	0.000345867	0.000179585	0.00331733	0.0165218	9.98E-05
L7042_1	0.00102583	0.0153749	0	0.00130105	0.048264	0.0169762	0.00838177	0.0094076	0.000158461	0.00317757	0.0308124	0.000525424	0.00167635	0.354563	0.0239318	0.171689	0.000875707	0.00417837	0.0069306	0	0	0.00360291	0.0045787	0.0701917	0.0148829	0.0175892	0	0.000475384	7.51E-05	0.0369548	0.00570461	0.0230624	0.00120097	0.000500404	0.0278975	0.000658865	0.0532972	5.00E-05	0.0194657	0.000133441	0	0.004022	0.014912	0
L7042_14	0.000156065	0.00498292	0.00026754	0.0123737	0.00565177	0.0149822	0.0033108	0.000568522	0.00150491	0.0115376	0.00680554	0.00334424	0.000852782	0.170707	0.0462342	0.404854	0.00257507	0.00484915	0.000200655	0	0	0.000468194	0.000434752	0.00797937	0.00249704	0.000501637	0.000234097	0.00917995	0.00026754	0.0172563	0.00682226	0.0548339	0.00163868	0.0052003	0.00862815	0.000289835	0.00610436	0.00137114	0.154638	0.00017836	0	0.0068557	0.0090629	0.00026754
L7042_21b	0.00162907	0.00378706	0	0.0142808	0.00977443	0.0148521	0.0114564	0.000602968	0.0014175	0.0178669	0.00942534	0.00339566	0.00155502	0.311157	0.0349484	0.269146	0.00155502	0.00733082	0.00212626	0	0	0.00126941	0.00152329	0.0164277	0.00121123	0.0011742	0.000349087	0.00476028	0.00104726	0.00884618	0.0101553	0.0444435	0.00253881	0.00499829	0.00672786	0.000275038	0.0138117	0.00184064	0.132304	0.000190411	0	0.003475	0.00431598	0.000539498
L7042_28	0.000105222	0.00679559	0	0.0324084	0.000420888	0.0200974	0.00410366	0.00052611	0.000561184	0.00126266	0.00823363	0.00336711	0.00113114	0.0768384	0.0597039	0.305249	0.00441933	0.0121005	0	0	0.00217021	0.000210444	0.000683944	0.0160753	0.00822486	0.00211321	0.00099961	0.00720771	0.00341972	0.030133	0.00339341	0.155471	0.00205183	0.0179404	0.0165199	0.00110483	0.0118945	0.00178878	0.13379	0.00133281	0.000420888	0.0175984	0.00689205	0.00215705
L7042_3	0.000581104	0.00772279	0.000252654	0.000757962	0.0279941	0.0146287	0.00613949	0.00770595	0.000227389	0.00944926	0.0231684	0.00128854	0.00376455	0.238398	0.0379823	0.189617	0.00434565	0.00924714	0.004093	0	0	0.00237495	0.00346136	0.0557759	0.00899869	0.0128525	0.000151592	0.00180648	0.000378981	0.0852707	0.00411826	0.031986	0.00176858	0.000631635	0.027034	0.00154119	0.0499628	0.000151592	0.0761752	0.000160014	0.000151592	0.00515414	0.0394898	5.05E-05
L7042_7	0.000319905	0.00617556	0	0.00321296	0.0171914	0.0138533	0.00292087	0.00112662	0.000500721	0.0109741	0.0070101	0.0017108	0.00123094	0.245597	0.0342542	0.403498	0.00333814	0.00822713	0.000500721	0	0	0.00175252	0.000709355	0.00932176	0.00570266	0.000834535	0	0.00682233	0	0.0203209	0.00607124	0.0299598	0.00158562	0.000771945	0.00738564	0.000139089	0.0105958	0	0.115708	4.17E-05	0	0.00305649	0.0132274	8.35E-05
L8011_0	0.000435281	0.0104273	0.000769515	0.0291017	0.00520005	0.0204038	0.00582966	0.00256505	0.00125921	0.000769515	0.00755524	0.00335788	0.00441888	0.138938	0.0881662	0.238153	0.00382426	0.0123356	0.00102602	0	9.33E-05	0.0010027	0.00363771	0.106884	0.0104973	0.033847	0.000652922	0.00129418	0.00461709	0.0359224	0.00545656	0.0999845	0.00144576	0.00506014	0.00331125	0.000956064	0.0298887	0.000699559	0.0344183	0.000101047	0	0.0103476	0.0279357	0.000326461
L8011_1	0.000725129	0.00580104	0.000785557	0.0331747	0.00223582	0.0152881	0.00404864	0.00247753	0.00124883	0.000604275	0.0101216	0.00519676	0.0028703	0.147464	0.0996852	0.204607	0.00489462	0.0152277	0.000725129	0	0.00465291	0.00126898	0.00410907	0.109274	0.0150464	0.0119143	0.0013294	0.00196389	0.00555933	0.0438854	0.00386736	0.125236	0.00145026	0.00981946	0.00259838	0.00155097	0.0255246	0.000422992	0.036196	0.00024171	0	0.00933604	0.0167384	0.000362565
L8011_14	0.0001019	0.00380427	0.001019	0.0284811	0.00468741	0.0282773	0.0013247	0.000917102	0.000798218	0.00534976	0.0142405	0.00356651	0.00201253	0.134554	0.115081	0.155398	0.00580831	0.00703111	0.0001019	0	0.01126	0.000560451	0.00015285	0.00890353	0.00648764	0.000169834	0	0.00608854	0.00489121	0.0380597	0.0028532	0.205405	0.000509501	0.016304	0.0164059	0.0016304	0.0140427	0.000305701	0.10888	0.000832185	0	0.0160111	0.0186477	0.000458551
L8011_21b	0.000299502	0.00119801	0.000613613	0.0265607	0.00127106	0.0140693	0.000438295	0.00418572	0.000642833	0.000854675	0.00312285	0.0062457	0.00447061	0.109848	0.152452	0.0797697	0.00317764	0.00843718	0.000262977	0	0.0232735	0.000854675	0.00159978	0.093004	0.0158626	0.0263707	0.0011834	0.00165456	0.00333104	0.109026	0.00443774	0.135193	0.000482125	0.0121298	0.00390083	0.00138793	0.0100735	0.00113957	0.102188	0.000613613	8.77E-05	0.0078674	0.00580741	0.00197233
L8011_28	0.000139882	0.00282562	0.000923221	0.0479236	0.00113304	0.0419646	0.000251788	0.000671434	0.00149674	0.00881257	0.00310538	0.00436432	0.00318931	0.0961808	0.0969327	0.143015	0.00591701	0.00830899	0	0	0.0104912	0.000671434	0.000167858	0.00839082	0.00707104	0.000370687	0.000440628	0.0152961	0.00541343	0.0495078	0.00232904	0.233502	0.000251788	0.0263118	0.014268	0.00134287	0.0198772	0.00125894	0.0843069	0.000671434	0	0.0246857	0.013009	0.00100715
L8011_3	0.000100664	0.0109053	0.00458021	0.00795245	0.00150996	0.0297965	0.00226494	0.00437888	0.00062076	0.000452987	0.00437888	0.00140929	0.00289409	0.219576	0.111189	0.163931	0.00463054	0.011828	0.000603983	0	0.00025166	0.000553651	0.00367423	0.0784901	0.00956307	0.00948757	0	0.00138413	0.00130863	0.0323131	0.000981473	0.120243	0.00135896	0.00687031	0.00327158	0.00295281	0.0361669	0.000402655	0.0630156	0.000201328	0.000100664	0.00792728	0.0300985	0.000301992
L8011_7	0.00011221	0.00981032	0.00125033	0.0115896	0.0125995	0.034817	0.0013946	0.00254876	0.000128239	0.00240449	0.00194764	0.00120224	0.000745392	0.269014	0.0594021	0.114454	0.00726156	0.00730965	0.000192359	0	0	0.00601122	0.00557842	0.0161197	0.00226022	0.00141865	0	0.00608336	0.00120224	0.0277478	0.000480898	0.195798	0.000384718	0.0168555	0.00134651	0.00206786	0.0124232	0.000432808	0.113588	0.000416778	0	0.0190195	0.0207267	0.000384718
L8018_0	0.0214091	0.0670652	0.000659465	0.00720701	0.0353991	0.0192422	0.00664175	0.00284983	0.00146809	0.000117762	0.0364472	0.00369771	0.00150735	0.111762	0.0191049	0.0748022	0.00240234	0.00885567	0.113828	0	0	0.00183708	0.00605295	0.00938795	0.00259468	0.0909512	0	0.000223747	0.000353285	0.00727767	0.00647689	0.0364943	0.0070657	0.00381548	0.000447494	0.00108341	0.119379	0.00070657	0.0781937	7.85E-05	7.07E-05	0.00872613	0.0799601	0.000847883
L8018_1	0.0037027	0.0124818	0.00717797	0.00122817	0.045606	0.00597709	0.00354805	0.0176856	0.000254731	0.000109171	0.0160071	0.00092795	0.00342523	0.231045	0.0228531	0.0680406	0.00201966	0.00384826	0.0320962	0	0	0.00131005	0.00278385	0.0172967	0.00832426	0.182379	0	9.55E-05	0.000109171	0.0311682	0.000982536	0.0443983	0.00201966	0.000272927	0.00139193	0.00723255	0.101308	0	0.0275656	0.000127366	8.19E-05	0.000887011	0.0898201	8.19E-05
L8018_14	0.000940878	0.0089059	0.00384462	0.00267664	0.00379596	0.0203911	0.00204398	0.000632659	0.00105443	0.00116799	0.0118015	0.0030173	0.000486661	0.0634095	0.0392573	0.348741	0.00145998	0.0205858	0.000389329	0	0	0.000827324	0.000145998	0.00921979	0.0129857	0.00190609	0	0.00968456	0.000535327	0.0352829	0.00401495	0.151994	0.00282263	0.00145998	0.00987922	0.00116799	0.0193772	0	0.150865	0.000291997	0.00136265	0.0148188	0.0275937	0.000243331
L8018_21b	0.00588956	0.0159436	0.0022273	0.0023396	0.0184922	0.0279816	0.00361235	0.0207382	0.000623894	0.000673805	0.0364884	0.00082354	0.000636372	0.0920147	0.0182676	0.177641	0.000598938	0.012428	0.0205698	0	0	0.000786106	0.00525943	0.0198426	0.00290735	0.0127867	0	0.000898407	0.000168451	0.0221607	0.00223666	0.0417947	0.00415513	0.000870332	0.00207757	0.00106686	0.067117	0.000168451	0.217714	0.00017469	0.000168451	0.00955962	0.126357	0.000168451
L8018_28	0.00249461	0.0140082	0.0158533	0.000619962	0.0289611	0.00593392	0.000974226	0.0121778	7.38E-05	0.00150562	0.0151448	0.000619962	0.000597821	0.162051	0.0248922	0.325303	0.0028784	0.0185546	0.000575679	0	0	0.00252413	0.00115136	0.00941236	0.00594869	0.0132436	0	0.00137277	0.000619962	0.0482242	6.64E-05	0.0416814	0.00438402	0.00028784	0.00500398	0.00283411	0.0290334	0	0.11642	8.86E-05	0.000221415	0.00167168	0.0755025	0
L8018_3	0.0016067	0.00896553	0.0247056	0.00033386	0.0107252	0.00730318	0.00129371	0.0114347	0.000459057	0.000146064	0.0176111	0.000772051	0.0014189	0.179953	0.0367381	0.169935	0.00143977	0.0114347	0.00544609	0	0	0.0014189	0.000876382	0.0489136	0.0139978	0.0508934	0	0.000521656	0.000250395	0.0574656	0.000761618	0.103204	0.00102245	0.000125197	0.00786657	0.00563388	0.0954964	0	0.0242674	7.65E-05	0.000375592	0.00167452	0.0899961	6.26E-05
L8018_7	0.0012933	0.00641096	0.0145398	0.00133249	0.00832804	0.0244747	0.00205752	0.00207711	0.000516012	0.000391908	0.0178416	0.00233185	0.00125411	0.0906346	0.0344141	0.372019	0.00303729	0.013756	0.00158723	0	0	0.00148925	0.000568267	0.0140254	0.0257222	0.00521956	0	0.00455593	0.000293931	0.0613336	0.00503602	0.103459	0.00235145	0.000734827	0.0063881	0.00196607	0.0389916	5.88E-05	0.0762261	0.000124104	0.00025474	0.00670653	0.0437173	0.000215549
L9011_0	0.000265964	0.0104391	0	0.0103227	0.00418893	0.00787918	0.00144618	0.000548551	0.000820056	9.97E-05	0.00543564	0.00975755	0.000581796	0.0597613	0.036308	0.359317	0.00247679	0.0117024	0.00290898	0	0	0.000748024	0.00324144	0.00235046	0.00132151	0.00664356	0.00154592	0.00511981	0.0158249	0.0336361	0.00473748	0.248252	0.00066491	0.0154675	0.000432192	0.000653828	0.0307031	0.00127995	0.0446653	0.000631665	4.99E-05	0.0158955	0.0257154	0.00369025
L9011_1	0.000341521	0.00589573	0	0.00954461	0.00231875	0.0163391	0.000431395	0.0024266	0.000647092	0	0.00469142	0.00609345	0.00167165	0.0780231	0.0487593	0.252096	0.00355901	0.0146674	0.00630915	0	0	0.00118634	0.00258837	0.0354148	0.00986816	0.0401107	0.00129418	0.00102456	0.00679447	0.0337971	0.00374774	0.254199	0.000485319	0.00900537	0.000539243	0.00494307	0.0505738	0.000593168	0.025668	0.000754941	0	0.0108523	0.0417374	0.00285799
L9011_21b	0.000302834	0.00145223	4.13E-05	0.0165182	0.00158988	0.0365878	0.00332429	0.00117692	0.000165182	0.00103239	0.0116763	0.00404696	0.00261194	0.159888	0.0593028	0.26458	0.00187895	0.00660728	0.000702024	0	0.000474899	0.00222996	0.0041089	0.0602677	0.0174336	0.00832449	0.000836234	0.00294231	0.000991093	0.0593881	0.00950829	0.140815	0.00109433	0.0122441	0.00565749	0.00113563	0.0100069	0.00293198	0.0585984	0.000275304	0	0.00824878	0.00776356	0.0013834
L9011_28	0	0.00230181	0	0.0275171	0.000156942	0.031336	0.000156942	0.00068008	0.000714956	0.000470825	0.00384507	0.00486519	0.000837022	0.0507078	0.0423001	0.342237	0.00476056	0.0131308	0.000209255	0	0	0.00068008	0.000732394	0.00885935	0.00634741	0.00126425	0.00180483	0.0062515	0.0102012	0.0318068	0.00408048	0.239302	0.000366197	0.0357565	0.0049175	0.00085446	0.00997887	0.00350503	0.0590623	0.00139504	0	0.0226911	0.00261569	0.00319114
L9011_3	0.000162623	0.00223026	0.000435598	0.00426886	0.0102801	0.0158906	0.000679533	0.0024045	0.000679533	3.48E-05	0.00470446	0.00580217	0.00216057	0.211209	0.0895477	0.164133	0.00228254	0.0130505	0.00214314	3.48E-05	0.0681102	0.00113256	0.00170755	0.0323693	0.00523008	0.00885136	0.00125452	0.00113256	0.0036416	0.0656229	0.00194277	0.181918	0.000679533	0.00818054	0.0199853	0.00271813	0.02026	0.000696957	0.0162914	8.71E-05	3.48E-05	0.00353706	0.0162043	0.000348479
L9011_7	0.000190442	0.00880266	4.76E-05	0.0108552	0.00272967	0.0171398	0.000476106	0.000730028	0.000677128	3.17E-05	0.00939515	0.00864925	0.000991886	0.0708921	0.0533857	0.271444	0.00299946	0.0177905	0.000920471	0	4.76E-05	0.000349144	0.000555456	0.0113123	0.0056445	0.00593862	0.000952211	0.00575294	0.00918884	0.0289552	0.00299153	0.297222	0.000412625	0.0129501	0.00295185	0.00121671	0.0186147	0.00109504	0.0607669	0.00111091	7.94E-05	0.017477	0.0158702	0.00204725
L9030_0	0.000193008	0.00215818	0.00463218	0.00457955	0.00910645	0.0054744	0.00152652	0.00536912	0.000105277	0.00679036	0.0067114	0.000789577	0.0034215	0.257626	0.0467517	0.134386	0.000579023	0.00552704	0.00352678	0	0	0.00184235	0.00357942	0.0805447	0.00792209	0.178111	0	0.00100013	0.000421108	0.100697	0.00115805	0.0306093	0.00131596	0.00126332	0.00447427	0.00105277	0.0586585	0.000105277	0.0234241	5.26E-05	0	0.00177655	0.00200026	0
L9030_1	0	0.000788488	0.00709639	0	0.00185123	0.00534801	0	0.00750778	0	0.00102846	0.00174839	0.000205693	0.00174839	0.335911	0.15531	0.1879	0.000205693	0.00524516	0.00390816	0	0	0	0.00123416	0.0395598	0.00222834	0.0541314	0	0.000719924	0	0.124033	0	0.0107989	0.00143985	0	0.0095647	0.00195408	0.0222576	0	0.0146042	0	0	0.000128558	0.00154269	0
L9030_14	0.000142236	0.00287181	0.00818872	0.00579103	0.0040842	0.00967203	0.000731498	0.0119275	2.71E-05	0.0047141	0.00531352	0.000548624	0.0028244	0.141652	0.0366975	0.181696	0.00067054	0.00503921	0.00103629	0	0	0.000914373	0.000772137	0.118348	0.0107896	0.134626	0	0.00186938	0.000121916	0.107073	0.00201162	0.0464197	0.00101597	0.000833095	0.00422644	0.00123948	0.0478478	0	0.0814808	1.35E-05	0	0.00224021	0.0129435	0.000121916
L9030_21b	7.78E-05	0.000660975	0.00272166	0.031338	0.00458794	0.0198681	0.00120531	0.00241061	0.000142563	0.020568	0.00314935	0.001633	0.00682359	0.192939	0.052173	0.103501	0.000816498	0.00750401	0.000583213	0	0	0.00260502	0.00112755	0.0684303	0.0168873	0.0778019	0.000252726	0.00279942	0	0.0979895	0.00517116	0.0838116	0.000855379	0.026264	0.00361592	0.000168484	0.0175171	0.00194404	0.125469	2.59E-05	0.000116643	0.00330487	0.00120531	0.000777618
L9030_28	0.000146354	0.0025612	0.00393327	0.00715306	0.00380521	0.01641	0.0012806	0.00559805	4.88E-05	0.00563464	0.00602796	0.00102448	0.00266182	0.212288	0.0311619	0.157697	0.0006403	0.00311003	0.00250632	0	0	0.00102448	0.00250632	0.117836	0.0183583	0.0951058	2.74E-05	0.00216787	0.000146354	0.105681	0.00117998	0.0504145	0.000951302	0.0035308	0.00369544	0.000689084	0.030431	0.000219531	0.0881418	3.05E-05	0	0.00326553	0.00755554	0.000219531
L9030_3	0.000200734	0.00309131	0.01913	0.000702571	0.00600196	0.00499829	0.000281028	0.0128269	5.35E-05	0.00170624	0.00180661	0.000441616	0.00198727	0.13795	0.0362724	0.0886845	0.000441616	0.00610233	0.00220808	0	0	0.00058213	0.00116426	0.16132	0.00456336	0.202069	0	0.000823011	8.03E-05	0.163373	0.000250918	0.0300329	0.000662424	0.000381396	0.00337234	0.0016661	0.0671407	0.000100367	0.0203946	1.34E-05	0	0.000993636	0.0149748	0
L9030_7	0.000139699	0.00111759	0.00405127	0.00118744	0.00405127	0.0122236	0.000419096	0.00363217	9.31E-05	0.00265428	0.00279398	0.00125729	0.00171131	0.292707	0.140956	0.266825	0.00146684	0.0052387	0.00202563	0	0	0.000139699	0.000419096	0.0407292	0.00096625	0.0392204	0	0.00223518	0	0.0456117	0.000244473	0.0288653	0.000558795	0.000349247	0.00558795	0.000558795	0.0153634	0	0.0706876	0	0	0.000628645	0.00258443	0.000209548
L9148_0	0.000900616	0.0371474	0	0.00543972	0.0214527	0.007313	0.0155266	0.000846579	0.000198136	0.000324222	0.0312784	0.00135092	0.00213446	0.41661	0.033511	0.0155446	0.000162111	0.0013149	0.15831	0	0	0.014626	0.0158328	0.0112973	0.00757718	0.11605	6.30E-05	7.20E-05	0.000126086	0.00880803	0.000414283	0.0299545	0.00142297	0.00173819	0.00142297	0.000528361	0.0227826	7.20E-05	0.00302607	0.000216148	7.20E-05	0.000418786	0.0124465	0.000108074
L9148_1	0.00052508	0.00764178	0	0.0013502	0.0297045	0.00382558	0.00725735	0.00725735	0.000356304	0.000281293	0.0087482	0.000450068	0.00151898	0.467413	0.0714052	0.0358367	0.000225034	0.00281293	0.0255976	0	0	0.00720109	0.0112517	0.0235639	0.00982649	0.13036	0	8.44E-05	0.000112517	0.0496763	0.000562585	0.031125	0.00106891	0.00075949	0.00781994	0.00648848	0.0196502	0.00039381	0.000281293	0	0	0.000239099	0.0264978	0
L9148_14	9.52E-05	0.00686605	0.00112371	0.00476148	0.00550427	0.0304734	0.002076	0.00272356	0.000177762	0.00558045	0.019722	0.000761836	0.00102848	0.182817	0.0871366	0.151624	0.00139035	0.00758027	0.00074279	0	0	0.00657084	0.00074279	0.0328923	0.0407709	0.00270134	0	0.00146653	0.000133321	0.123665	0.00405678	0.141621	0.00150463	0.00112371	0.0213885	0.00285689	0.0126795	0	0.0618992	2.54E-05	0	0.00931821	0.0209124	0.000152367
L9148_21b	0.000398954	0.00584183	0	0.0220565	0.00182379	0.0355069	0.00592732	0.000569935	0.00017098	0.00387556	0.0241652	0.000968889	0.000598432	0.241869	0.0793397	0.171379	0.00245072	0.00997386	0.000284967	0	0	0.00233673	0.000455948	0.0182921	0.0180859	0.00187129	0.000142484	0.00296366	0.000683922	0.0184659	0.00712418	0.13288	0.000911896	0.00598432	0.0140774	0.000531939	0.0105314	0	0.103101	0.000341961	0	0.0428448	0.00319163	0.00153882
L9148_28	0.000213444	0.00657571	0.00635406	0.00802877	0.0031524	0.0248252	0.00295538	0.00246281	0.000114931	0.00571373	0.0247759	0.000295538	0.00197025	0.149448	0.0552573	0.288888	0.000591075	0.0105408	0.000640332	0	0	0.0034972	0.000738844	0.0451384	0.0342824	0.00133813	0	0.00344794	9.85E-05	0.0630973	0.0047286	0.101135	0.00137918	0.000886613	0.0201951	0.00201951	0.0124774	0	0.0813714	4.93E-05	9.85E-05	0.0161314	0.0110827	0.000492563
L9148_3	0.000246582	0.00514029	0	0.00062594	0.0249807	0.0133723	0.00523513	0.0078527	0.000777683	0.00108117	0.0101857	0.000455229	0.000739747	0.299211	0.131236	0.0614559	0.00147949	0.0062594	0.00899077	0	0	0.00660082	0.00614559	0.0277434	0.0431424	0.0101952	5.69E-05	0.00119498	0.000341422	0.193529	0.000938909	0.0368735	0.000739747	0.000398325	0.0249807	0.0119118	0.016007	0	0.00227614	0	0	0.000711295	0.0351664	0
